date,latitude,longitude,depth,mag,place,province
2022-09-03,5.558,1.254.306,69.19,4.4,"100 km SE of Tondano, Indonesia",Sulawesi Utara
2022-09-03,-12.152,983.192,14.13,4.4,"210 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-09-02,-71.405,1.293.638,129.365,4.7,"Kepulauan Babar, Indonesia",Maluku
2022-09-02,2.0763,978.361,60.247,4.7,"23 km SSE of Singkil, Indonesia",Aceh
2022-08-31,-63.699,114.512,538.417,4.4,"98 km NE of Kalianget, Indonesia",Jawa Timur
2022-08-31,-2.119,1.391.948,28.49,4.6,"168 km WNW of Abepura, Indonesia",Papua
2022-08-30,-37.326,1.288.572,126.249,4.5,"43 km S of Amahai, Indonesia",Maluku
2022-08-30,-75.726,1.194.658,274.505,4.1,"112 km NNW of Labuan Bajo, Indonesia",Nusa Tenggara Timur
2022-08-30,2.8638,1.249.405,241.869,4.4,"152 km N of Laikit, Laikit II (Dimembe), Indonesia",Sulawesi Utara
2022-08-30,-82.797,1.185.025,156.814,4.1,"28 km N of Dompu, Indonesia",Nusa Tenggara Barat
2022-08-30,-1.006,1.232.121,162.233,4.5,"72 km SSE of Gorontalo, Indonesia",Gorontalo
2022-08-30,-58.439,1.277.807,401.077,4.5,"241 km S of Ambon, Indonesia",Maluku
2022-08-29,4.786,1.221.097,193.176,4.5,"106 km W of Gorontalo, Indonesia",Gorontalo
2022-08-29,-9.764,986.319,20.899,4.6,"170 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,-11.345,985.391,18.54,4.6,"184 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,-10.759,98.619,19.55,4.4,"174 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,-11.601,985.598,19.114,4.4,"183 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,-1.22,984.507,16.453,4.4,"197 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,-10.575,986.699,20.596,4.6,"168 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,-1.018,986.831,20.73,4.5,"165 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,0.07,1.238.441,103.906,4.8,"101 km ESE of Gorontalo, Indonesia",Gorontalo
2022-08-29,-12.685,984.948,17.147,4.2,"Kepulauan Mentawai region, Indonesia",Sumatra Barat
2022-08-29,3.6432,1.272.721,49.613,4.3,"227 km NNW of Tobelo, Indonesia",Maluku Utara
2022-08-29,-10.508,985.875,17.567,4.7,"177 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-29,-988,986.046,17,6.2,"173 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-28,-10.173,986.652,43,5.7,"Kepulauan Mentawai region, Indonesia",Sumatra Barat
2022-08-28,-105.408,1.136.109,10,4.4,"244 km SSW of Gambiran Satu, Indonesia",Jawa Tengah
2022-08-28,-10.764,985.483,16.793,4.9,"182 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-28,-95.796,1.171.205,73.121,4.3,"124 km SSW of Sumbawa Besar, Indonesia",Nusa Tenggara Barat
2022-08-28,-9.532,1.128.708,35,4.5,"146 km S of Dampit, Indonesia",Jawa Timur
2022-08-28,-71.236,1.268.246,361.562,4.3,"Kepulauan Barat Daya, Indonesia",Maluku
2022-08-27,-104.482,1.095.031,10,4.6,"289 km SSW of Bambanglipuro, Indonesia",Yogyakarta
2022-08-26,1.567,1.273.111,141.922,4.3,"79 km WSW of Tobelo, Indonesia",Maluku Utara
2022-08-26,-89,1.252.439,58.23,4.5,"149 km SSE of Tondano, Indonesia",Sulawesi Utara
2022-08-26,-51.341,1.305.138,108.107,4.6,"254 km WNW of Tual, Indonesia",Maluku
2022-08-26,2.2409,1.292.796,10,4.4,"152 km ENE of Tobelo, Indonesia",Maluku Utara
2022-08-25,-60.996,1.304.781,133.532,4.7,"257 km WSW of Tual, Indonesia",Maluku
2022-08-25,-3.665,1.282.968,95.132,4.1,"13 km ENE of Ambon, Indonesia",Maluku
2022-08-25,-47.217,1.017.512,35,5,"116 km SSW of Bengkulu, Indonesia",Bengkulu
2022-08-25,-76.401,106.661,45.444,4.3,"73 km S of Pelabuhanratu, Indonesia",Jawa Barat
2022-08-24,3.5265,1.270.736,40.383,4.9,"224 km NNW of Tobelo, Indonesia",Maluku Utara
2022-08-24,-6.039,1.303.574,108.136,4.3,"269 km W of Tual, Indonesia",Maluku
2022-08-24,-52.295,1.029.363,57.472,4.7,"137 km SSW of Pagar Alam, Indonesia",Sumatra Selatan
2022-08-23,-62.272,1.038.061,25.585,5.1,"183 km WSW of Bandar Lampung, Indonesia",Lampung
2022-08-23,-50.926,103.079,45.258,6.2,"119 km S of Pagar Alam, Indonesia",Sumatra Selatan
2022-08-23,-54.006,1.313.864,87.85,5,"153 km W of Tual, Indonesia",Maluku
2022-08-23,-173,1.322.951,10,4.5,"139 km NE of Sorong, Indonesia",Papua Barat
2022-08-22,2.4232,1.282.855,74.751,4.3,"82 km NNE of Tobelo, Indonesia",Maluku Utara
2022-08-22,-72.174,1.047.278,35,4.4,"153 km SW of Labuan, Indonesia",Banten
2022-08-22,-5.079,1.234.515,10.143,4.5,"88 km ENE of Luwuk, Indonesia",Sulawesi Tengah
2022-08-22,2.36,128.22,165.894,4,"73 km NNE of Tobelo, Indonesia",Maluku Utara
2022-08-22,-11.438,1.002.556,90.795,4.6,"24 km SSW of Padang, Indonesia",Sumatra Barat
2022-08-22,-89.212,115.696,128,5.4,"Bali region, Indonesia",Bali
2022-08-22,2.4615,1.279.541,156.488,4.3,"81 km N of Tobelo, Indonesia",Maluku Utara
2022-08-21,3.1415,1.263.533,60.893,4.7,"238 km NE of Laikit, Laikit II (Dimembe), Indonesia",Sulawesi Utara
2022-08-21,-48.513,1.294.036,9.987,4.3,"175 km SSE of Amahai, Indonesia",Maluku
2022-08-21,-2.037,1.252.294,51.274,4.9,"170 km SSE of Tondano, Indonesia",Sulawesi Utara
2022-08-20,-894,967.345,10,4,"286 km S of Sinabang, Indonesia",Aceh
2022-08-20,-74.907,1.286.002,121.457,4.4,"Kepulauan Barat Daya, Indonesia",Maluku
2022-08-20,-27.962,128.598,10,4.2,"69 km NNW of Amahai, Indonesia",Maluku
2022-08-20,2.2058,1.293.596,10,4.4,"159 km ENE of Tobelo, Indonesia",Maluku Utara
2022-08-20,-36.492,1.314.732,10,4.4,"260 km NNW of Tual, Indonesia",Maluku
2022-08-19,-88.581,1.193.007,119.511,4.5,"Flores region, Indonesia",Nusa Tenggara Timur
2022-08-18,2.2141,1.292.693,8.085,4.4,"150 km ENE of Tobelo, Indonesia",Maluku Utara
2022-08-18,4.2861,1.258.045,102.101,4.5,"Pulau-Pulau Sangihe, Indonesia",Sulawesi Utara
2022-08-18,-70.056,1.297.297,122.481,4.2,"Kepulauan Babar, Indonesia",Maluku
2022-08-18,3.574,1.243.718,173.104,5.5,"Minahasa, Sulawesi, Indonesia",Sulawesi Utara
2022-08-17,-317,1.296.944,19.012,4.5,"185 km WNW of Sorong, Indonesia",Papua Barat
2022-08-17,2.393,1.217.627,208.441,4.4,"148 km WSW of Gorontalo, Indonesia",Gorontalo
2022-08-17,-49.731,102.803,58.212,4.5,"115 km SSW of Pagar Alam, Indonesia",Sumatra Selatan
2022-08-17,-25.817,1.390.433,35,4.2,"176 km W of Abepura, Indonesia",Papua
2022-08-17,-41.603,127.511,250.21,4.4,"90 km SW of Ambon, Indonesia",Maluku
2022-08-16,-93.401,1.245.328,23.901,4.3,"13 km NNE of Kefamenanu, Indonesia",Nusa Tenggara Timur
2022-08-16,1.7313,1.262.283,13.261,4.6,"142 km E of Laikit, Laikit II (Dimembe), Indonesia",Sulawesi Utara
2022-08-16,-7.699,1.292.703,61.961,4.5,"Kepulauan Babar, Indonesia",Maluku
2022-08-16,2.6937,956.204,24.75,4.6,"87 km WNW of Sinabang, Indonesia",Aceh
2022-08-15,8.703,1.263.915,42.93,4.7,"110 km W of Ternate, Indonesia",Maluku Utara
2022-08-15,-22.167,102.204,222.716,4,"92 km E of Sungai Penuh, Indonesia",Jambi
2022-08-15,1.257,96.586,10,4.9,"Nias region, Indonesia",Sumatra Utara
2022-08-15,1.338,983.727,26.833,4,"170 km SW of Padangsidempuan, Indonesia",Sumatra Utara
2022-08-15,1.7941,1.263.844,39.693,4.7,"157 km NW of Ternate, Indonesia",Maluku Utara
2022-08-15,-5.707,1.103.692,552.772,4.8,"93 km NNW of Batang, Indonesia",Jawa Tengah
2022-08-15,2.4926,1.282.388,153.973,4.6,"88 km NNE of Tobelo, Indonesia",Maluku Utara
2022-08-15,172,1.232.755,152.56,4.1,"62 km SSE of Gorontalo, Indonesia",Gorontalo
2022-08-15,-3.311,1.007.772,38.021,4.8,"154 km SSW of Sungai Penuh, Indonesia",Jambi
2022-08-14,1.6071,1.271.354,128.295,4.2,"94 km NNW of Ternate, Indonesia",Maluku Utara
2022-08-14,1.9578,1.265.123,47.448,4.5,"161 km NW of Ternate, Indonesia",Maluku Utara
2022-08-14,1.7974,1.263.859,30,5.7,"157 km NW of Ternate, Indonesia",Maluku Utara
2022-08-14,-83.671,1.086.747,107.766,4.4,"98 km S of Sidareja, Indonesia",Jawa Tengah
2022-08-12,-1.471,1.266.909,71.342,4.3,"129 km SW of Ternate, Indonesia",Maluku Utara
2022-08-11,1.7728,126.408,44.39,4,"153 km NW of Ternate, Indonesia",Maluku Utara
2022-08-11,-70.453,1.295.265,151.758,4.2,"Kepulauan Babar, Indonesia",Maluku
2022-08-11,-79.185,123.062,222.343,4.3,"121 km NE of Maumere, Indonesia",Nusa Tenggara Timur
2022-08-11,-34.254,1.018.322,79.103,4.3,"63 km NW of Bengkulu, Indonesia",Bengkulu
2022-08-11,-72.688,1.202.945,576.593,4.4,"142 km NNE of Labuan Bajo, Indonesia",Nusa Tenggara Timur
2022-08-10,-29.683,1.383.862,37.475,4.5,"253 km W of Abepura, Indonesia",Papua
2022-08-10,9.584,1.253.016,69,4.4,"57 km SE of Tondano, Indonesia",Sulawesi Utara
2022-08-10,4.8286,1.278.347,10,4.4,"Pulau-Pulau Talaud, Indonesia",Sulawesi Utara
2022-08-09,-66.558,1.035.514,22.134,4.3,"232 km SW of Bandar Lampung, Indonesia",Lampung
2022-08-09,-104.484,1.164.799,21.334,4.5,"194 km S of Praya, Indonesia",Nusa Tenggara Barat
2022-08-09,-8.301,1.171.131,11.134,4.8,"39 km WNW of Sumbawa Besar, Indonesia",Nusa Tenggara Barat
2022-08-09,1.96,1.277.931,10,4.4,"35 km NW of Tobelo, Indonesia",Maluku Utara
2022-08-09,-19.832,1.002.649,35,4.7,"114 km S of Padang, Indonesia",Sumatra Barat
2022-08-08,-65.499,1.041.423,35,4.7,"175 km SW of Bandar Lampung, Indonesia",Lampung
2022-08-08,-809,997.163,70.495,4.5,"49 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-08-08,1.1786,1.253.055,103.888,4.2,"45 km ESE of Tondano, Indonesia",Sulawesi Utara
2022-08-08,-62.972,1.301.656,155.096,4.5,"295 km WSW of Tual, Indonesia",Maluku
2022-08-07,-59.063,1.031.633,35,4.1,"208 km S of Pagar Alam, Indonesia",Sumatra Selatan
2022-08-07,-43.081,1.021.657,52.321,4.9,"57 km S of Bengkulu, Indonesia",Bengkulu
2022-08-06,-37.627,138.539,96.618,4.1,"266 km WSW of Abepura, Indonesia",Papua
2022-08-06,-45.014,1.383.543,10,4.8,"Papua, Indonesia",Papua
2022-08-05,-61.925,1.333.257,10,4.6,"Kepulauan Aru region, Indonesia",Maluku
2022-08-05,-96.628,1.162.937,58.172,4.2,"105 km S of Praya, Indonesia",Nusa Tenggara Barat
2022-08-05,9.048,970.472,10,4.1,"173 km SSW of Singkil, Indonesia",Aceh
2022-08-05,-77.031,1.048.884,10,4.9,"179 km SW of Labuan, Indonesia",Banten
2022-08-04,-82.678,1.181.283,6.911,4.4,"47 km NW of Dompu, Indonesia",Nusa Tenggara Barat
2022-08-04,2.5629,1.281.263,146.898,4.1,"93 km N of Tobelo, Indonesia",Maluku Utara
2022-08-03,2.913,122.027,187.04,4.6,"118 km WSW of Gorontalo, Indonesia",Gorontalo
2022-08-03,238,967.086,10,4.1,"250 km S of Sinabang, Indonesia",Aceh
2022-08-03,2.113,967.087,10,4.2,"253 km S of Sinabang, Indonesia",Aceh
2022-08-02,1.49,1.263.121,48.818,4,"142 km WNW of Ternate, Indonesia",Maluku Utara
2022-08-02,-70.778,1.075.539,133.358,4.5,"5 km SW of Banjaran, Indonesia",Jawa Tengah
2022-08-02,-26.911,138.944,17.014,4.2,"188 km W of Abepura, Indonesia",Papua
2022-08-02,1.6942,995.329,182.797,4.5,"45 km NE of Padangsidempuan, Indonesia",Sumatra Utara
2022-08-02,627,965.698,10,4.3,"268 km S of Sinabang, Indonesia",Aceh
2022-08-02,-1.684,1.242.155,126.928,4.4,"150 km ESE of Gorontalo, Indonesia",Gorontalo
2022-08-01,-46.085,1.287.093,258.257,4.4,"116 km SSE of Ambon, Indonesia",Maluku
2022-08-01,1.4936,989.049,111.125,4.6,"30 km SSE of Sibolga, Indonesia",Sumatra Utara
2022-08-01,2.3933,1.285.354,241.803,4.3,"93 km NE of Tobelo, Indonesia",Maluku Utara
2022-08-01,-36.751,1.396.269,59.6,4.4,"163 km SW of Abepura, Indonesia",Papua
2022-07-31,-67,981.282,35,4.1,"199 km SW of Padangsidempuan, Indonesia",Sumatra Utara
2022-07-31,1.4824,1.283.219,78.676,4.4,"44 km SE of Tobelo, Indonesia",Maluku Utara
2022-07-31,-72.708,1.203.537,567.854,4.1,"144 km NNE of Labuan Bajo, Indonesia",Nusa Tenggara Timur
2022-07-31,2.9507,1.281.894,176.002,4,"136 km N of Tobelo, Indonesia",Maluku Utara
2022-07-31,4.2739,957.593,74.145,5.1,"43 km WNW of Meulaboh, Indonesia",Aceh
2022-07-30,-537,124.231,85.969,4.4,"145 km ESE of Gorontalo, Indonesia",Gorontalo
2022-07-30,-92.505,1.068.199,15.458,4.2,"237 km SSW of Banjar, Indonesia",Jawa Barat
2022-07-30,-61.907,128.598,329.055,4.5,"279 km S of Ambon, Indonesia",Maluku
2022-07-29,-24.009,1.226.693,10,4.5,"160 km S of Luwuk, Indonesia",Sulawesi Tengah
2022-07-29,-23.978,1.227.069,10,4.9,"160 km S of Luwuk, Indonesia",Sulawesi Tengah
2022-07-29,3.985,1.264.193,43.552,4.6,"115 km WSW of Ternate, Indonesia",Maluku Utara
2022-07-29,-81.625,1.155.482,10,4.4,"32 km N of Bedugul, Indonesia",Bali
2022-07-29,3.599,1.221.175,179.035,4.1,"107 km W of Gorontalo, Indonesia",Gorontalo
2022-07-28,-74.622,130.007,33.051,4.3,"Pulau Pulau Tanimbar, Indonesia",Maluku
2022-07-28,-178,1.256.688,49.127,4.7,"168 km SSE of Tondano, Indonesia",Sulawesi Utara
2022-07-27,4.342,1.263.982,49.556,4.7,"116 km WSW of Ternate, Indonesia",Maluku Utara
2022-07-26,-9.583,1.179.329,57.33,4.3,"129 km SSW of Dompu, Indonesia",Nusa Tenggara Barat
2022-07-26,2.232,1.260.329,42.338,4.3,"162 km WSW of Ternate, Indonesia",Maluku Utara
2022-07-25,-70.278,1.173.378,514.735,4.2,"153 km N of Pototano, Indonesia",Nusa Tenggara Barat
2022-07-25,-70.059,1.295.245,116.704,4.4,"Kepulauan Babar, Indonesia",Maluku
2022-07-24,3.841,1.226.018,123.073,4.3,"54 km WSW of Gorontalo, Indonesia",Gorontalo
2022-07-24,-7.671,1.223.684,10,4.5,"106 km N of Maumere, Indonesia",Nusa Tenggara Timur
2022-07-24,4.649,1.262.882,10.83,5.3,"127 km WSW of Ternate, Indonesia",Maluku Utara
2022-07-24,5.829,967.902,10,4.3,"214 km SSE of Sinabang, Indonesia",Aceh
2022-07-23,5.848,1.000.142,166.244,4.3,"106 km NNW of Bukittinggi, Indonesia",Sumatra Barat
2022-07-23,-75.885,1.223.837,10,5.4,"115 km N of Maumere, Indonesia",Nusa Tenggara Timur
2022-07-23,-7.584,1.223.242,10,4.7,"115 km N of Maumere, Indonesia",Nusa Tenggara Timur
2022-07-23,-7.578,1.223.461,10,4,"116 km N of Maumere, Indonesia",Nusa Tenggara Timur
2022-07-23,-75.962,1.224.103,10,5.4,"115 km N of Maumere, Indonesia",Nusa Tenggara Timur
2022-07-22,2.7865,1.283.946,71.119,4.1,"124 km NNE of Tobelo, Indonesia",Maluku Utara
2022-07-22,1.602,1.248.892,190.181,4.3,"13 km NNE of Manado, Indonesia",Sulawesi Utara
2022-07-21,291,983.067,35,4.9,"161 km SW of Padangsidempuan, Indonesia",Sumatra Utara
2022-07-21,2.7441,1.284.402,239,4.4,"122 km NNE of Tobelo, Indonesia",Maluku Utara
2022-07-21,-17.943,1.290.484,10,4.2,"Papua region, Indonesia",Papua
2022-07-21,-27.021,1.285.737,10,4.9,"80 km NNW of Amahai, Indonesia",Maluku
2022-07-21,1.7043,1.272.669,80.305,4.4,"82 km W of Tobelo, Indonesia",Maluku Utara
2022-07-21,-58.254,1.018.042,10,4.4,"229 km SSW of Bengkulu, Indonesia",Bengkulu
2022-07-20,-2.136,1.206.137,10,4.4,"83 km S of Poso, Indonesia",Sulawesi Tengah
2022-07-20,-1.477,1.228.355,92.814,4.6,"79 km SSW of Gorontalo, Indonesia",Gorontalo
2022-07-20,-41.765,102.073,58.144,4.4,"46 km SSW of Bengkulu, Indonesia",Bengkulu
2022-07-19,-44.779,1.345.625,10,4.9,"161 km SW of Nabire, Indonesia",Papua
2022-07-19,-44.254,1.346.202,10,4.3,"153 km SW of Nabire, Indonesia",Papua
2022-07-19,2.1903,1.284.708,73.95,4.4,"72 km NE of Tobelo, Indonesia",Maluku Utara
2022-07-18,-60.569,1.304.339,141.63,4.4,"261 km W of Tual, Indonesia",Maluku
2022-07-18,-5.294,1.026.748,41.803,4.4,"154 km SSW of Pagar Alam, Indonesia",Sumatra Selatan
2022-07-18,-49.894,1.295.866,10,4.8,"196 km SSE of Amahai, Indonesia",Maluku
2022-07-18,-60.982,1.231.884,10,4.2,"148 km SSE of Katabu, Indonesia",Bali
2022-07-17,-81.758,1.230.035,193.91,4.3,"Flores region, Indonesia",Nusa Tenggara Timur
2022-07-17,-29.991,1.391.147,39.84,4,"174 km WSW of Abepura, Indonesia",Papua
2022-07-17,-306,1.230.885,112.11,5.2,"62 km S of Gorontalo, Indonesia",Gorontalo
2022-07-17,-53.504,1.031.414,44.33,4.5,"147 km S of Pagar Alam, Indonesia",Sumatra Selatan
2022-07-17,-92.537,1.108.097,37.06,5.1,"152 km SSE of Pundong, Indonesia",Yogyakarta
2022-07-16,-9.868,1.268.799,10,4.5,"204 km SSW of Ternate, Indonesia",Maluku Utara
2022-07-16,-59.407,1.284.044,368.74,4.5,"249 km S of Ambon, Indonesia",Maluku
2022-07-15,505,1.232.042,115.05,4.4,"56 km SSE of Gorontalo, Indonesia",Gorontalo
2022-07-14,6.269,94.659,10,4,"280 km SW of Sinabang, Indonesia",Aceh
2022-07-14,-46.397,1.392.982,10,4.3,"270 km SSW of Abepura, Indonesia",Papua
2022-07-14,691,1.232.909,165.66,4.1,"57 km SSE of Gorontalo, Indonesia",Gorontalo
2022-07-14,-81.171,1.200.123,210.239,4.4,"44 km NNE of Labuan Bajo, Indonesia",Nusa Tenggara Timur
2022-07-14,03.08,1.271.646,36.017,4.7,"176 km NNW of Tobelo, Indonesia",Maluku Utara
2022-07-14,2.9573,1.270.417,60.99,4.4,"173 km NW of Tobelo, Indonesia",Maluku Utara
2022-07-14,3.0437,1.271.552,46.798,4.5,"173 km NNW of Tobelo, Indonesia",Maluku Utara
2022-07-14,3.1004,1.271.621,35.565,5,"178 km NNW of Tobelo, Indonesia",Maluku Utara
2022-07-14,-98.399,1.071.253,10,4,"294 km S of Banjar, Indonesia",Jawa Barat
2022-07-14,1.3193,1.269.273,95.695,4.6,"77 km NW of Ternate, Indonesia",Maluku Utara
2022-07-14,-199,1.243.389,78.452,4.9,"154 km ESE of Gorontalo, Indonesia",Gorontalo
2022-07-13,1.5487,1.272.233,142.833,4.4,"85 km NNW of Ternate, Indonesia",Maluku Utara
2022-07-12,1.6584,1.265.086,35.924,4.6,"136 km NW of Ternate, Indonesia",Maluku Utara
2022-07-12,-88.854,1.061.036,10,4.4,"215 km SSW of Pelabuhanratu, Indonesia",Jawa Barat
2022-07-12,3.1621,1.271.927,46.1,4.7,"Pulau-Pulau Talaud, Indonesia",Sulawesi Utara
2022-07-12,3.0813,1.271.502,35,4.9,"177 km NNW of Tobelo, Indonesia",Maluku Utara
2022-07-12,-59.998,1.043.005,51.01,5,"123 km WSW of Bandar Lampung, Indonesia",Lampung
2022-07-11,-2.502,1.230.551,79.54,4.5,"83 km NNE of Luwuk, Indonesia",Sulawesi Tengah
2022-07-11,1.4277,1.240.941,253.41,4.2,"79 km W of Tomohon, Indonesia",Sulawesi Utara
2022-07-11,-118,965.694,10,4.1,"288 km S of Sinabang, Indonesia",Aceh
2022-07-11,-94.413,112.978,56.13,4.6,"135 km SSW of Kencong, Indonesia",Jawa Timur
2022-07-11,-9.41,1.129.832,58.95,4.6,"131 km SSW of Kencong, Indonesia",Jawa Timur
2022-07-11,-9.531,1.128.824,41.411,4.5,"146 km S of Dampit, Indonesia",Jawa Timur
2022-07-10,2.5387,126.867,35,4.3,"155 km NW of Tobelo, Indonesia",Maluku Utara
2022-07-10,1.192,1.234.038,106.325,4.2,"59 km SE of Gorontalo, Indonesia",Gorontalo
2022-07-10,2.4194,991.304,154.65,4.3,"34 km SE of Parapat, Indonesia",Jawa Barat
2022-07-10,1.1881,994.489,8.998,4.3,"28 km SE of Padangsidempuan, Indonesia",Sumatra Utara
2022-07-10,-95.802,1.128.849,43.837,4.4,"152 km S of Dampit, Indonesia",Jawa Timur
2022-07-10,-85.519,1.299.524,10,4.6,"Kepulauan Babar, Indonesia",Maluku
2022-07-09,3.0361,1.270.555,18.26,4.4,"179 km NW of Tobelo, Indonesia",Maluku Utara
2022-07-09,-94.155,113,58.284,4.2,"131 km SSW of Kencong, Indonesia",Jawa Timur
2022-07-09,-95.229,1.129.112,60.493,4.6,"145 km SSW of Kencong, Indonesia",Jawa Timur
2022-07-09,-9.49,1.128.346,47.788,4.7,"141 km S of Dampit, Indonesia",Jawa Timur
2022-07-09,-12.767,983.374,10,4.3,"211 km WSW of Pariaman, Indonesia",Sumatra Barat
2022-07-09,-95.999,1.128.431,35,4.2,"153 km S of Dampit, Indonesia",Jawa Timur
2022-07-09,-28.773,1.389.288,45.906,5,"191 km W of Abepura, Indonesia",Papua
2022-07-09,-93.644,1.129.398,56.35,5.1,"128 km SSW of Kencong, Indonesia",Jawa Timur
2022-07-09,-96.019,1.128.868,35,4.1,"154 km S of Dampit, Indonesia",Jawa Timur
2022-07-08,-99.439,1.130.943,27.627,4.5,"186 km S of Kencong, Indonesia",Jawa Timur
2022-07-08,-94.648,1.129.197,41.048,5.2,"139 km SSW of Kencong, Indonesia",Jawa Timur
2022-07-08,-94.225,1.129.567,56.626,4.8,"133 km SSW of Kencong, Indonesia",Jawa Timur
2022-07-08,2.6778,1.228.755,508.39,4.2,"237 km N of Gorontalo, Indonesia",Gorontalo
2022-07-06,-1.654,1.336.499,33.437,4.1,"89 km NNW of Manokwari, Indonesia",Papua Barat
2022-07-06,-78.786,1.231.947,226.779,4.3,"135 km NE of Maumere, Indonesia",Nusa Tenggara Timur
2022-07-06,-51.633,1.010.026,7.409,5.2,"205 km SW of Bengkulu, Indonesia",Bengkulu
2022-07-06,-2.241,1.007.961,55.32,4.7,"69 km WSW of Sungai Penuh, Indonesia",Jambi
2022-07-05,-67.036,1.303.632,78.37,4.5,"289 km WSW of Tual, Indonesia",Maluku
2022-07-05,-53.863,1.309.605,64.56,4.6,"200 km W of Tual, Indonesia",Maluku
2022-07-05,4.8648,949.848,63.904,4.4,"84 km SSW of Banda Aceh, Indonesia",Aceh
2022-07-05,2.5147,944.497,10,4.5,"214 km W of Sinabang, Indonesia",Aceh
2022-07-05,2.1143,100.107,208.665,4.1,"30 km E of Rantauprapat, Indonesia",Sumatra Utara
2022-07-05,-77.674,1.199.894,10,4.4,"81 km N of Labuan Bajo, Indonesia",Nusa Tenggara Timur
2022-07-04,5.232,1.262.021,51.802,4.5,"134 km WSW of Ternate, Indonesia",Maluku Utara
2022-07-04,-104.131,1.241.086,10,4.3,"61 km ESE of Kupang, Indonesia",Nusa Tenggara Timur
2022-07-04,3.2175,1.277.102,60.33,4.3,"167 km NNW of Tobelo, Indonesia",Maluku Utara
2022-07-03,-9.402,1.239.222,91.81,4.4,"27 km NE of Naisano Dua, Indonesia",Nusa Tenggara Timur
2022-07-03,-82.032,1.195.642,179.26,4.6,"43 km N of Komodo, Indonesia",Nusa Tenggara Timur
2022-07-03,2.804,1.286.156,228.82,4.3,"136 km NNE of Tobelo, Indonesia",Maluku Utara
2022-07-03,-63.917,1.042.437,35,4.4,"154 km SW of Bandar Lampung, Indonesia",Lampung
2022-07-03,-72.514,1.304.709,80.39,4.3,"Pulau Pulau Tanimbar, Indonesia",Maluku
2022-07-03,4.4521,96.473,5.55,4.9,"51 km NE of Meulaboh, Indonesia",Aceh
2022-07-03,4.4752,963.341,13.934,4.4,"43 km NNE of Meulaboh, Indonesia",Aceh
2022-07-02,9.953,1.260.371,21.222,5.3,"129 km ESE of Tondano, Indonesia",Sulawesi Utara
2022-07-02,-79.554,116.822,09.04,4.5,"62 km NNE of Labuan Lombok, Indonesia",Nusa Tenggara Barat
2022-07-02,2.7444,1.288.138,44.64,4.4,"143 km NE of Tobelo, Indonesia",Maluku Utara
2022-07-02,-105.694,1.130.677,10,4.1,"254 km S of Kencong, Indonesia",Jawa Timur
2022-07-02,6.8777,944.839,107.84,4.2,"142 km NW of Sabang, Indonesia",Aceh
2022-07-02,-65.716,1.304.952,112.45,4.3,"270 km WSW of Tual, Indonesia",Maluku
2022-07-01,2.765,1.289.386,26.88,4.8,"154 km NE of Tobelo, Indonesia",Maluku Utara
2022-07-01,2.6652,1.288.334,35,4.3,"138 km NE of Tobelo, Indonesia",Maluku Utara
2022-07-01,1.0642,1.263.548,36.86,4.4,"118 km WNW of Ternate, Indonesia",Maluku Utara
2022-06-30,-26.844,1.099.874,10,4.3,"118 km WSW of Manismata, Indonesia",Kalimantan Barat
2022-06-30,-63.234,1.054.488,138.83,4.2,"42 km W of Labuan, Indonesia",Banten
2022-06-30,4.2346,1.277.499,135.28,4.5,"278 km N of Tobelo, Indonesia",Maluku Utara
2022-06-30,-71.951,1.294.737,136.36,4,"Kepulauan Babar, Indonesia",Maluku
2022-06-30,705,1.236.478,128.8,4.3,"Minahasa, Sulawesi, Indonesia",Sulawesi Utara
2022-06-30,1.3876,1.259.681,91.49,4.5,"111 km E of Laikit, Laikit II (Dimembe), Indonesia",Sulawesi Utara
2022-06-29,-27.851,1.295.211,10,4.5,"Seram, Indonesia",Maluku
2022-06-29,7.837,1.248.766,43.93,4.9,"Minahasa, Sulawesi, Indonesia",Sulawesi Utara
2022-06-28,-48.951,1.028.909,63.74,4.4,"104 km SSW of Pagar Alam, Indonesia",Sumatra Selatan
2022-06-28,-91.986,1.236.014,102.45,5,"47 km NNW of Naisano Dua, Indonesia",Nusa Tenggara Timur
2022-06-28,-28.609,1.295.096,10,4.7,"84 km NE of Amahai, Indonesia",Maluku
2022-06-28,2.9358,1.284.842,35,4.4,"143 km NNE of Tobelo, Indonesia",Maluku Utara
2022-06-27,1.3888,1.289.004,10,4.2,"106 km ESE of Tobelo, Indonesia",Maluku Utara
2022-06-26,-51.832,1.294.753,179,4.2,"212 km SSE of Amahai, Indonesia",Maluku
